nama,no_telp,alamat,latitude,longitude,kategori_1,kategori_2,kategori_3,kategori_4,kategori_5,id
Jasa Laundry Terdekat,081234567891,"Jl. Mekar Sari No.34, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",0.10004873386064095,0.4004559519516162,1,1,1,1,1,518
Bintara Laundry & Dry Cleaning,081234567891,"Barata, barata, Cempaka I No.232, RT.001/RW.006, Harapan Jaya, Bekasi Utara, Bekasi, West Java 17124",0.10354217170967717,0.39941986229003223,1,1,1,0,0,519
Khaira Laundry premium & wet clean,081234567891,"JL Niaga Raya blok Q no 12 A, Jl. Kemang Pratama Raya No.1, RT.003/RW.021, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17114",0.10189276668623493,0.4077640043219848,0,0,0,0,1,520
Jasa Laundry,081234567891,"PW8F+3M5 Deyona Laundry, Jl. Raya Jati Makmur, RT.004/RW.007, Jatimakmur, Kec. Pd. Gede, Kota Bks, Jawa Barat 17414",0.10020300647926894,0.4016900825060681,0,1,0,0,0,521
Kirei Laundry,081234567891,"Gg. Assyifa II No.156, RT.004/RW.002, Marga Mulya, Bekasi Utara, Bekasi, West Java 17143",0.09689379094784367,0.3999813597348423,1,1,1,1,0,522
Cottonmate Laundry & Shoes Care (GRATIS ANTAR JEMPUT) (B2B),081234567891,"Ruko Boston Square RK 1/ 27 Kota wisata Cibubur, Ciangsana, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16968",0.09540824968530193,0.4079892806073939,1,0,1,1,1,523
ArMi Express Coin Laundry Jababeka Cikarang,081234567891,"Jl. Pramuka No. 5D, RT. 1/ RW. 17, Pengasinan, Rawa Lumbu, RT.001/RW.017, Pengasinan, Kec. Rawalumbu, Kota Bks, Jawa Barat 17115",0.09407372367231448,0.40783297521097506,0,1,0,0,0,524
ToBiwos Laundry Cikarang,081234567891,"Jl. Raya Pulo Gebang No.34, RT.14/RW.4, Ujung Menteng, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960",0.09123212156790916,0.4076996601108869,1,0,1,0,1,525
Zain Laundry,081234567891,"R284+QQ7 Laundry, Jl. Gn. Rinjani Raya, Bahagia, Kec. Babelan, Kabupaten Bekasi, Jawa Barat 17125",0.10342481594055075,0.39492039419104863,0,0,0,1,0,526
Tioman's Laundries,081234567891,"JL. Dr. Ratna No. 81, Pondok Gede - West Java, RT.004/RW.001, Marga Mulya, Bekasi Utara, Bekasi, West Java 17143",0.10408714765219684,0.3977828291772809,0,0,0,1,0,527
MAM Express Laundry Coin,081234567891,"Jl. Kav. Al-Ikhlas No.1 No.3, RT.006/RW.003, Marga Mulya, Bekasi Utara, Bekasi, West Java 17124",0.10118003623642124,0.39566753112406783,1,1,1,1,1,528
@ Laundry,081234567891,"Jl. Sultan Agung No.1, RT.001/RW.002, Kali Baru, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17132",0.10458344402356012,0.4023284209620561,0,1,1,0,1,529
Febri Laundry,081234567891,"Jl. Kalibusa, Karangsatria, Tambun Utara, Bekasi Regency, West Java 17510",0.10021920284216301,0.39570573698996014,0,1,1,1,1,530
CLOP Laundry,081234567891,"Jl. Ratna - Jatibening No.16, RT.001/RW.001, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",0.10345123682303714,0.3912217706468004,1,0,0,0,1,531
Kago Laundry,081234567891,"P254+V69 Echo Laundry Services, Jl. Caringin, RT.005/RW.009, Mustikasari, Mustika Jaya, Bekasi, West Java 17157",0.10045916236392327,0.39012763287186925,1,0,1,0,0,532
Beehive Laundry Mangga Besar,081234567891,"PX2H+GQC Icha Laundry, Jl. Sarikaya 2, RT.02/RW.003, Bojong Menteng, Kec. Rawalumbu, Kota Bks, Jawa Barat 17177",0.10977261392286397,0.39191658319169864,0,1,1,1,1,533
Laundry & Dry Cleaning Profesional Victory Since 1950 Same Day Service,081234567891,"Jl. Buaran Raya No.4, RT.4/RW.12, Klender, Durensawit, East Jakarta City, Jakarta 13440",0.10563159300548752,0.3920897258798277,1,0,1,1,1,534
Pressto Laundry Cikini,081234567891,"meter dari toko adwinda karpet, Jl. Barin Raya No.50, RT.002/RW.003, Mustikasari, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17116",0.1052691202135676,0.39246610851124153,0,1,1,1,1,535
Comfy Laundry,081234567891,"Jl. Mawar Merah No.37, RT.6/RW.1, Pd. Kopi, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460",0.10442084701729948,0.3910394223005964,1,1,1,1,1,536
Di-Laundry-In,081234567891,"Aren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat",0.10599732316648114,0.39258234783106793,1,1,1,1,1,537
Hello Laundry,081234567891,"Jl. Penegak Raya Jembatan 2 No.354, RT.007/RW.005, Pengasinan, Kec. Rawalumbu, Kota Bks, Jawa Barat 17115",0.10030145141127322,0.38990941584757355,1,1,1,0,1,538
Bubbleklin Laundry Mardani,081234567891,"Jl. Bintara No.19, RT.001/RW.009, Bintara, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17134",0.10602528225103014,0.3935974505001507,1,0,1,1,1,539
"Unlimited Laundry , Specialist Tas / Laundry Satuan /, Cuci / Spa / Repaint / Unyellowing / Re Glue / Jahit",081234567891,"Jalan mess AL RT01/05 NO C3 JL mess AL RT01/05 NO C3, Jatiraden, Kota Bks, Jawa Barat 17433",0.10717169520001324,0.3900028079642013,1,1,0,1,1,540
Arlet Laundry Tebet Barat Satuan dan Kiloan,081234567891,"QXJX+3Q5 star laundry bekasi, RT.006/RW.003, Marga Mulya, Bekasi Utara, Bekasi, West Java 17124",0.10134362854989887,0.3930148706674199,0,0,1,1,1,541
JCC Laundry - Joel Cleaning Center,081234567891,"QXQH+QCM Orang Laundry, Jl. Alexindo, RT.001/RW.001, Medan Satria, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17132",0.10819423764172265,0.3920586746704693,0,1,0,0,0,542
Alfatih Laundry,081234567891,"Jl. KH. Agus Salim No.46, RT.001/RW.005, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17112",0.11231100925599513,0.39640913512269993,0,0,0,1,0,543
Cotton Cleaners & Launderers,081234567891,"Jl. Wijaya Kusuma 1 Blok F17 No.12, Bekasi Timur, Kota Bks, Jawa Barat 17111, In Jl. Cendrawasih Blok B no. 46, Jatimulya, Bekasi Timur, Jatimulya, Kec. Tambun Sel., Kota Bks, Jawa Barat 17111",0.09973430726255761,0.3902127255869168,1,1,1,1,1,544
Jakarta Laundry Dry Clean,081234567891,"Jl. Raya Pabuaran No.1, RT.007/RW.002, Jatiranggon, Jatisampurna, Bekasi, West Java 17432",0.10568570152510015,0.39262126916261497,1,1,1,1,1,545
Coin Laundry Lounge 59,081234567891,"Jl. Villa Mutiara Cikarang 2 No.11, Sukasejati, Cikarang Sel., Kabupaten Bekasi, Jawa Barat 17530",0.1031879328229156,0.3919473959125064,1,1,0,0,1,546
"SURYA ABADI LAUNDRY- Laundry Linen Hotel, B2b Laundry Hotel, Laundry Hotel terbaik di Jakarta",081234567891,"Jl. P. Flores VI No.1, RT.008/RW.017, Aren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",0.10948750364644366,0.39235048926164673,1,1,1,1,1,547
VVIP Laundry - Sudirman,081234567891,"Jl. Caman Raya No.81, RT.002/RW.003, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",0.10400028447689902,0.39150132692644934,0,1,1,0,1,548
JEEVES - Central Processing,081234567891,"5, Jl. Raya Narogong Jl. Pangkalan 1 No.Km 11, RT.001/RW.008, Bantargebang, Kec. Bantar Gebang, Kota Bks, Jawa Barat 17151",0.10294779233620677,0.39479957589103964,0,1,1,1,1,549
Laundry Perkilo Premium Satrio,081234567891,"Japan Sadewa rt02 rw06 Kv mekar jaya, Kelurahan, RT.002/RW.006, Harapan Mulya, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17143",0.10271090921857162,0.3916077882156799,0,1,0,1,0,550
Laundry Laundrix Kiloan Jakarta,081234567891,"P265+FGH Sonne Laundry & Dry Cleaning, Jl. Pejuang Raya, RT.002/RW.009, Mustikasari, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17157",0.10713414497319185,0.39540991579112283,1,1,1,0,1,551
De Coin Laundry,081234567891,"Jl. sentosa barat, Blok K1 No. 12B, Taman Sentosa, Sukaresmi, Cikarang Sel., Cikarang selatan, Kab. Bekasi, Jawa Barat 17530",0.09872678491157683,0.39048088211382126,1,0,1,1,1,552
KILOHANA Laundry Kiloan dan Satuan,081234567891,"Jl. Raya Perjuangan No.69, RT.002/RW.008, Harapan Baru, Bekasi Utara, Bekasi, West Java 17123",0.10511149974339162,0.39330749611967164,1,0,0,0,0,553
Essii Laundry,081234567891,"Perum Kelapa Indah Blk B IV, RT.14/RW.1, Pd. Klp., Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",0.10070455083413976,0.3911168833820078,0,1,0,0,0,554
Sip Coin Laundry Express,081234567891,"Jl. Pagelarang, Jatiwarna, Pondok Melati, Bekasi, West Java 17415",0.10931015799687716,0.391606214191242,0,1,0,0,0,555
ALFA LAUNDRY COIN EXPRESS 3 JAM SELESAI,081234567891,"Ruko Trivium Square No. 22, Jl. Kemang Raya, Sukaresmi, Cikarang Selatan, Bekasi Regency, West Java 17530",0.10790795109313678,0.39349461423689824,1,1,1,1,1,556
Apparel Clinic ( cuci ),081234567891,"QX6Q+Q2M Cuci Kiloan Apsari Laundry & Dry Clean, Jl. Tampomas I, RT.002/RW.018, Kayuringin Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17144",0.10853381836765263,0.3957826733965595,0,1,1,1,0,557
Cleando Laundry,081234567891,"Jl Delima 3 No.3, RT.1/RW.13, Duren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",0.1067757438926139,0.39232921608288507,0,1,1,0,1,558
5asec Cikini Raya,081234567891,"Jl. Bumi Anggrek Raya No.29, Karangsatria, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat 17510",0.10545298060128139,0.392452466966116,0,0,0,0,1,559
Kwik Wash Laundry,081234567891,"QXQM+PJV Bintara Laundry & Dry Cleaning, Jl. Bengawan Solo III, RT.003/RW.008, Harapan Jaya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17124",0.09753467831308815,0.3918582011943794,0,0,0,1,1,560
Express Laundry jakarta,081234567891,"Jl. Pilar Sukatani, RT.003/RW.003, Sukaraya, Kec. Karangbahagia, Kabupaten Bekasi, Jawa Barat 17530",0.10420196991204378,0.3929901155558113,1,1,1,0,1,561
Zap Laundry Menteng Park,081234567891,"Jl.Patriot Raya 62a Rt 002/022 Kel, RT.002/RW.022, Aren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",0.10541868774353347,0.3925946538403071,1,1,1,1,1,562
LaundyinAja,081234567891,"Jl. Nangka, RT.006/RW.005, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17116",0.10296498400631782,0.3953554927037528,1,0,1,1,1,563
5asec Kelapa Gading,081234567891,"Kemilau Laundry ( sebelum rel kereta, Jl. Aren Jaya, RT.001/RW.005, Setiamekar, Kec. Tambun Sel., Kota Bks, Jawa Barat 17510",0.10844025948925895,0.3957676009201263,0,0,1,0,0,564
Londri Laundry,081234567891,"Jl. Boulevard Raya No.52, RT.001/RW.002, Jaka Setia, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17147",0.10847952888309154,0.392235680873128,1,1,1,1,1,565
"SMART LAUNDRY SERVICE - Cuci Karpet, Cuci Sofa, Cuci Gorden , Service Sofa. Area LAYANAN JABODETABEK.",081234567891,"Depan ALFAMART Kedasih, Jl. Kedasih IV, Mekarmukti, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",0.0986152200208037,0.3891952857300325,1,0,0,0,0,566
APIQUE Laundry Setiabudi,081234567891,"Jl. Antilop V No.87, Jayamukti, Central Cikarang, Bekasi Regency, West Java 17530",0.10373417552007513,0.3919343267399036,0,0,0,0,1,567
Kota Laundry Express Cempaka Putih Jakarta Pusat,081234567891,"QW5Q+Q78 Laundry, RT.5/RW.2, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",0.10664273465543905,0.39411597230804407,1,0,0,0,0,568
5asec Gatot Subroto,081234567891,"Ruko Ventura Jalan Gunung Panderman Blok E/15 Lippo Cikarang, Cibatu, Cikarang Sel., Kabupaten Bekasi, Jawa Barat 17530",0.10066709108979255,0.39267554915685476,0,1,1,1,1,569
Taurus laundry,081234567891,"Jl. Bekasi Timur Raya No.5A, RT.5/RW.8, Cipinang, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13240",0.09924054440047392,0.3912886905342505,0,1,1,1,1,570
Herado Laundry,081234567891,"QWWX+5V5 Tioman's Laundries, Apartemen Sentra Timur Tower Hijau No, RT.8/RW.6, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",0.09527107825431069,0.39140450057468623,1,1,1,1,1,571
VIRGI LAUNDRY,081234567891,"Jl. Gading Raya No.703, RT.5/RW.8, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",0.10724263345983986,0.38740328275674774,1,1,1,1,1,572
Arlet Laundry Tebet TDR,081234567891,"Jl. Mekar Sari No.87, RT.008/RW.014, Bekasi Jaya, Bekasi Timur, Bekasi, West Java 17112",0.10140298505301903,0.3933602497871851,0,0,0,0,1,573
V2 LAUNDRY,081234567891,"Jalan Raya Pisangan RT 06 RW 03 #2 Satria Mekar Tambun Utara Bekasi, Satriamekar, Kec. Tambun Utara, Kota Bks, Jawa Barat 17510",0.1001146051019085,0.3921472016206531,0,1,1,1,1,574
5asec Merdeka Barat,081234567891,"2, Jl. Pangkalan Jati I No.14, RT.2/RW.13, Cipinang Melayu, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13620",0.10671611594207087,0.3912554929279324,0,1,1,1,1,575
SUPER LAUNDRY,081234567891,"Jalan Kelapa Hibrida Timur Blok RB-8 Nomor 11A, Pegangsaan Dua, Kelapa Gading",0.09680873742203122,0.3904352831028426,1,1,1,1,0,576
De Cleaner Laundry & Dry clean,081234567891,"Jl. Bendungan Hilir XIII No.41, RT.4/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",0.1115234497999612,0.3900946737541009,0,1,0,0,0,577
Indo Express Laundry (Mampang VIII),081234567891,"Jl. Gandaria Tengah II No.26, Kramat Pela, Kebayoran Baru, South Jakarta City, Jakarta 12130",0.10017124713080061,0.3919879866639109,0,0,1,1,1,578
Sunwash laundry ( Dry cleaning & laundry kilo ),081234567891,"Jl. Mangga Besar XIII No.111c, RT.14/RW.2, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10730",0.11001103524256173,0.39369379987481246,1,1,1,1,1,579
Joy Wash Laundry,081234567891,"5, Jl. Johar No.23, RT.5/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",0.09911251169938384,0.3895706667095311,1,1,1,1,1,580
Mr Clean Laundry Center,081234567891,"Jl. Cikini Raya No.40, RT.12/RW.5, Cikini, Menteng, Central Jakarta City, Jakarta 10330",0.10043156520927143,0.39382229750616826,1,0,1,1,0,581
Djaya Laundry Gilisampeng,081234567891,"RT.5/RW.8, 8, Bendungan Hilir, Tanah Abang, Central Jakarta City, Jakarta 10210",0.10510489452277005,0.38947140777454514,1,0,0,0,0,582
Pure Laundry,081234567891,"Jl. Kramat Kwitang I No.34, RT.2/RW.5, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420",0.10471057189990751,0.38835256258571604,0,0,1,0,0,583
LaundryKlin Apartemen Gardenia (Laundry Antar Jemput Pejaten),081234567891,"Jl. Duku Raya No.6B, RT.6/RW.5, North Kebayoran Lama, Kebayoran Lama, South Jakarta City, Jakarta 12240",0.09692455498909502,0.3919376178819096,1,0,0,1,1,584
Laundry Terdekat,081234567891,"Jl. Mardani Raya No.11a, RT.2/RW.5, Johar Baru, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10560",0.11020747269419884,0.38983834625933333,1,0,0,0,1,585
Flash Coin Laundry - Sunter Hijau,081234567891,"Dibawah Kos Hijau, Jl. Alpukat 3 No.42, RT.2/RW.2, Tj. Duren Utara, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",0.1084446931304981,0.3943262238147325,1,0,0,1,0,586
Dewasz Laundry & Dry Cleaning,081234567891,"15, Jl. Tebet Barat V No.12, RT.15/RW.4, Tebet Bar., Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12810",0.10708130320821896,0.39535382328389446,0,0,0,1,0,587
"Cuci Karpet Kantor, Gorden Sofa Springbed, Blackout | Health IndoCareService",081234567891,"Patokan Seberang Alfamart, Jl. Lautze No.32A, RT.4/RW.7, Ps. Baru, Kecamatan Sawah Besar, Daerah Khusus Ibukota Jakarta 10710",0.09831518013612905,0.389423805459737,1,1,1,1,1,588
Londriinaja,081234567891,"Jl. Camar 3 No.27, RT.1/RW.10, West Semper, Cilincing, North Jakarta City, Jakarta 14130",0.09398767483928494,0.39250588840157175,1,1,1,0,1,589
FILOLI DailyLaundry++ Pegambiran Head Office,081234567891,"Jl. Bri Radio Dalam H No.4A, RT.7/RW.4, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140",0.10457530060087594,0.3949299337330938,0,1,0,1,0,590
Lovely laundry,081234567891,"4 no, Jl. Kernolong Dalam 4 No.44 -48, RT.5/RW.8, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",0.10897383464002086,0.38633270765066907,0,1,0,0,1,591
SKY88 Laundry,081234567891,"Jl. Karbela Timur No.13, RT.9/RW.4, Kuningan, Karet, Setiabudi, South Jakarta City, Jakarta 12920",0.09850130258569956,0.3902841767568388,1,1,0,1,0,592
Tifa Laundry Express,081234567891,"Jl. Industri 3 No.32, RT.10/RW.1, North Gunung Sahari, Sawah Besar, Central Jakarta City, Jakarta 10720",0.10793048122922966,0.3914188575854647,1,0,0,0,0,593
CUCI HELM Wash Master KEMAYORAN,081234567891,"Sudirman Park, Rukan, Jl. K.H. Mas Mansyur No.Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Central Jakarta City, Jakarta 10250",0.10815569210768416,0.39324248414063057,1,1,1,1,1,594
Kwiklin Laundry,081234567891,"Jl. Cipinang Jaya Raya No.39, RT.2/RW.6, Cipinang Muara, Jatinegara, East Jakarta City, Jakarta 13410",0.10925921636386404,0.39618495588462643,0,1,0,0,1,595
JEEVES - Kemang,081234567891,"Jl. Prof. DR. Satrio No.248A, RT.1/RW.6, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",0.09900936167871766,0.39136724866299755,0,0,1,0,1,596
i Wash (Laundromat) by Huebsch - USA,081234567891,"Jl. Camar 3 No.27, RT.1/RW.10, West Semper, Cilincing, North Jakarta City, Jakarta 14130",0.10893809406268473,0.3917423911539437,1,1,1,1,1,597
Martinizing Dry Cleaning Cempaka Putih,081234567891,"Jl. Raya Klp. Gading Permai No.2, RT.10/RW.2, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240",0.10684957759161706,0.3938926993264653,0,1,1,1,0,598
LONDRENIA LAUNDRY EXPRESS,081234567891,"Jl. H. Nawi Raya No.9C, RT.3/RW.7, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140",0.1043158873471478,0.3901083152992264,0,1,0,0,0,599
Antaris Laundry,081234567891,"Kilohana Laundry, Jl. Salemba Tengah Ruko putih pagar putih No.65, RT.9/RW.8, Paseban, Senen, Central Jakarta City, Jakarta 10440",0.10529726026306507,0.39500729941908475,0,1,1,1,0,600
Easy Wash Coin Laundry,081234567891,"Jalan Cikajang Raya No.46, RT.13/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",0.1057084126261415,0.3946889172033101,1,1,1,1,1,601
KOIN LAUNDRY KILOAN DAN LAUNDRY SATUAN KEMANG,081234567891,"14, Jl. Labu No.137, RT.1/RW.9, Mangga Besar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180",0.09792004317099812,0.3913552288400197,1,1,1,1,1,602
Freshclin Center,081234567891,"Jl. Serdang Raya No.32, RT.1/RW.10, Cemp. Baru, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640",0.1010246778281021,0.39299178497566967,1,0,0,1,1,603
Jaksa Clean Coin Laundry,081234567891,"Jl. Pelepah Indah I No.mor 4, RT.12/RW.18, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240",0.10584051703857378,0.3920317731619001,1,0,1,0,1,604
Kireiwash • Kirei Wash & Beyond - Kelapa Gading,081234567891,"Mess Pa Denma Mabesad, Jl. Raden Abdul Rahman Saleh No.18, RT.9/RW.5, Gambir, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410",0.10899555043384535,0.3950713574439213,1,1,1,0,1,605
One Night Stain Laundry CILANDAK,081234567891,"Jl. Cikini 1 No.69B, RT.16/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",0.09596335966493974,0.39027458951708294,1,1,0,0,0,606
"Laundry Rungkut Surabaya ""Rumah Laundry""",081234567891,"Jl. Pejaten Barat Raya No.40A, RT.2/RW.8, West Pejaten, Pasar Minggu, South Jakarta City, Jakarta 12540",0.002605714293986927,0.6757323160620077,0,0,0,1,0,607
Ryns Laundry,081234567891,"Jl. Raya Pulo Gebang No.34, RT.14/RW.4, Ujung Menteng, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960",0.0031159449663874517,0.6748606404075828,1,1,1,1,1,608
Gowash Satrio Laundry,081234567891,"3, Jl. Tambak No.15a, RT.3/RW.5, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",0.10265300043503967,0.391640795031158,0,0,0,0,1,609
@HOME Laundry Indonesia,081234567891,"Apartemen Menteng Park Tower Diamond, T 13 B, RT.2/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",0.0013620326851651043,0.6738328978452897,1,1,0,1,1,610
LaundryKlin,081234567891,"Jl. Pertanian Sel. No.30, RT.12/RW.3, Klender, Durensawit, East Jakarta City, Jakarta 13470",0.007357039500305085,0.6747354816159428,1,1,1,1,1,611
Yuk Laundry Surabaya,081234567891,"Jl. Boulevard Raya, RT.12/RW.18, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240",0.00816577185531775,0.6766182533317924,0,1,1,0,0,612
Natura Laundry & Dry Clean Nginden,081234567891,"Jl. Kartini IV Dalam No.128 C, Kartini, Sawah Besar, Central Jakarta City, Jakarta 10750",0.004529824109308578,0.6750065954008813,0,1,1,1,1,613
Glory Go Laundry Self Service Petemon Kali,081234567891,"Perum Kelapa Indah Blk B IV, RT.14/RW.1, Pd. Klp., Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",0.007878851929412067,0.6731957518320568,0,1,1,0,1,614
Rumah Express Laundry,081234567891,"Jl. H.Muhi VIIIA No.58, RT.7/RW.4, Pd. Pinang, Kec. Kby. Lama, Daerah Khusus Ibukota Jakarta 12310",0.008293714073933534,0.6737745635456793,1,1,1,0,1,615
DND Laundry & Shoes Treatment,081234567891,"depan Resto Mbah Jingkrak, Jl. Setia Budi Tengah No.20, RT.1/RW.1, Kuningan, Setia Budi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910",0.10716364225980335,0.38995215299593866,0,0,0,1,1,616
King laundry,081234567891,"Jl. Cempaka Putih Raya No.129b, RT.6/RW.6, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510",0.10940263108557968,0.3880293152034975,1,1,1,1,0,617
Netto Laundromat Wiyung,081234567891,"Jl. Gatot Subroto No.300, Menteng Dalam, Tebet, South Jakarta City, Jakarta 12780",0.0037330354408993127,0.6717502727235827,0,0,1,0,0,618
Wish Wash,081234567891,"Jalan Kemang I No.10A RT. 010/ 005, RT.10/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",0.005968404967704899,0.6727009834838569,1,1,1,1,1,619
Oxy Laundry Margorejo,081234567891,"Jl. Villa Taman Bandara No.9, Dadap, Kec. Kosambi, Kabupaten Tangerang, Daerah Khusus Ibukota Jakarta 15211",0.003421866211889557,0.6738592746790459,1,0,1,0,0,620
IPSO Laundromat,081234567891,"Jl. Kp. Utan No.36, RT.15/RW.5, Ragunan, Pasar Minggu, South Jakarta City, Jakarta 12550",0.0063644467575785235,0.672815362592984,1,0,1,1,1,621
Mama's Laundry Lounge,081234567891,"Jl. Mawar Merah No.37, RT.6/RW.1, Pd. Kopi, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460",0.10769043122499511,0.3919170601688009,1,1,0,0,1,622
LAUNDRY TIME,081234567891,"Jl. Perserikatan No.4 A- B, RT.2/RW.8, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",0.0034871945583115904,0.6735064070187748,1,1,1,1,1,623
Laundry The Daily Wash Coin Menganti,081234567891,"Apt. Bintaro Park View Tower A, Jl. Bintaro Permai No.5, Daerah Khusus Ibukota Jakarta 12320",0.004367589032944985,0.67038659518815,1,1,1,0,1,624
Tempat Laundry,081234567891,"RPJJ+4R8 VIRGI LAUNDRY, RT.15, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",0.010121912466530492,0.6747033333592487,0,1,0,0,0,625
D2C LAUNDRY & WET CLEAN (www.LaundrySurabaya.com),081234567891,"Jl. Tebet Timur Dalam Raya No.2C, East Tebet, Tebet, South Jakarta City, Jakarta 12820",0.0061322687286053945,0.6699369965715363,1,1,1,1,1,626
LAUNDRY DEWE JOJORAN,081234567891,"Citra Garden 2 Extension Blok BE2 No. 31, RT.3/RW.20, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11839",0.007455574914783547,0.6751708663149083,1,1,1,1,1,627
Classy Laundry & Dryclean Darmo Permai,081234567891,"Jl. Buaran Raya No.4, RT.4/RW.12, Klender, Durensawit, East Jakarta City, Jakarta 13440",0.0066067588236699,0.6718630778082728,0,1,1,0,1,628
LAUNDRY BERKAH,081234567891,"Jl. Tegal Parang Sel. No.11, RT.5/RW.1, Tegal Parang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790",0.00875644144734311,0.6751856049073695,1,1,1,0,1,629
